date,open,high,low,close,volume,vix_close
2021-10-20,223.045,224.33,219.82,221.03,14627594,15.49
2021-10-21,220.97,227.11,220.83,226.92,18759032,15.01
2021-10-22,228.23,231.3,225.61,227.26,24938379,15.43
2021-10-25,229.73,233.5499,227.7,231.66,23023483,15.24
2021-10-26,239.89,252.59,239.24,247.17,48589830,15.98
2021-10-27,244.74,250.9,242.8201,244.51,24598989,16.98
2021-10-28,248.78,249.5,245.23,249.41,23420431,16.53
2021-10-29,250.005,257.09,250,255.67,29250284,16.26
2021-11-01,256.49,258.94,252.27,258.27,26074158,16.41
2021-11-02,258.22,266.78,258,264.01,28744823,16.03
2021-11-03,266.7,267.84,262.35,265.98,23991033,15.1
2021-11-04,272.29,313.65,271.18,298.01,115363115,15.44
2021-11-05,301.87,314,294.1,297.52,85126015,16.48
2021-11-08,301.49,311,299.07,308.04,50310093,17.22
2021-11-09,322.82,323.1,299.64,306.57,64216853,17.78
2021-11-10,293.56,308.5,287.78,294.59,63620572,18.73
2021-11-11,304.68,305.9,297.7701,303.9,33217211,17.66
2021-11-12,300.1,306.8,296.3,303.9,41026129,16.29
2021-11-15,305.52,306.44,292.47,300.25,38490900,16.49
2021-11-16,297.59,303.9,297.0587,302.03,26448367,16.37
2021-11-17,304.18,305.09,288,292.61,42850799,17.11
2021-11-18,323.67,327.6,313.21,316.75,78171075,17.59
2021-11-19,322.43,330.88,319.05,329.85,53386665,17.91
2021-11-22,335.17,346.47,319,319.56,75433524,19.17
2021-11-23,315.35,323.6,308.8,317.46,53216270,19.38
2021-11-24,314.61,328.55,309.28,326.74,43516226,18.58
2021-11-26,326,327.1,313.5,315.03,28306886,28.62
2021-11-29,323.66,334.12,320.36,333.76,45496398,22.96
2021-11-30,331.69,333.53,318.6401,326.76,62206647,27.19
2021-12-01,332.1947,332.8934,313.8,314.35,48580204,31.12
2021-12-02,312.14,324.7799,310.25,321.26,47289033,27.95
2021-12-03,320,321.29,301.3,306.93,54432505,30.67
2021-12-06,298.8,302.41,280.38,300.37,65893845,27.18
2021-12-07,309.57,324.49,306.51,324.27,59305348,21.89
2021-12-08,319.99,322.9,314.2101,318.26,47555145,19.9
2021-12-09,317.34,322.05,304.28,304.9,48850716,21.58
2021-12-10,311.5,313.05,298.61,301.98,48882509,18.69
2021-12-13,302.49,302.94,281.16,281.61,59834366,20.31
2021-12-14,276.99,286.78,272.5,283.37,66703537,21.89
2021-12-15,284,305,278.38,304.59,69829688,19.29
2021-12-16,311.52,311.6,280.93,283.87,70736595,20.57
2021-12-17,279.85,289.22,277.6,278.01,71662239,21.57
2021-12-20,273.05,281.44,271.45,277.19,46184676,22.87
2021-12-21,283.74,291.2,274.01,290.75,52438494,21.01
2021-12-22,288.91,295.55,284.49,294,39518438,18.63
2021-12-23,297.55,300.59,294.3101,296.4,34302174,17.96
2021-12-27,296.6,310.865,296.4,309.45,40368587,17.68
2021-12-28,313.12,313.3,300.1181,303.22,42059121,17.54
2021-12-29,302.725,305.48,293.66,300.01,34313928,16.95
2021-12-30,298.27,304.57,295.4,295.86,30886422,17.33
2021-12-31,296.74,300.3,293.3057,294.11,26347792,17.22
2022-01-03,298.15,307.11,297.85,301.21,39240294,16.6
2022-01-04,302.77,304.68,283.49,292.9,52715440,16.91
2022-01-05,289.49,294.16,275.33,276.04,49806388,19.73
2022-01-06,276.4,284.3799,270.65,281.78,45418637,19.61
2022-01-07,281.41,284.22,270.57,272.47,40993851,18.76
2022-01-10,265.81,274.69,256.4384,274,59468095,19.4
2022-01-11,273.225,280.65,268.39,278.17,40276508,18.41
2022-01-12,280.665,285.95,276.08,279.99,38341348,17.62
2022-01-13,283.79,284.8,264.98,265.75,53886809,20.31
2022-01-14,263,271.969,262.1001,269.42,39583235,19.19
2022-01-18,262.6,266.38,257.7,259.03,42267538,22.79
2022-01-19,260.79,265.4317,250.52,250.67,48360408,23.85
2022-01-20,253.04,255.7904,240.78,241.5,43518073,25.59
2022-01-21,235.07,248.23,232.63,233.74,71895784,28.85
2022-01-24,223.3,233.8,208.88,233.72,91581063,29.9
2022-01-25,225.46,229.43,220,223.24,66461636,31.16
2022-01-26,232.4,240.57,223,227.72,75595873,31.96
2022-01-27,235.68,239.95,216.75,219.44,57335272,30.49
2022-01-28,220.1215,228.58,212.96,228.4,54377425,27.66
2022-01-31,231.82,245.09,230.52,244.86,56467968,24.83
2022-02-01,251.04,251.45,238.9001,246.38,51892517,21.96
2022-02-02,257.94,258.17,245.5301,252.42,54341941,22.09
2022-02-03,244.58,250.77,237.8,239.48,41017778,24.35
2022-02-04,239.72,246.35,236.32,243.19,35482850,23.22
2022-02-07,243.72,251.82,242.02,247.28,37686750,22.86
2022-02-08,243.59,252.3,239.8,251.08,41035864,21.44
2022-02-09,256.22,267.25,253.53,267.05,52428166,19.96
2022-02-10,259.95,269.2499,256,258.24,51319972,23.91
2022-02-11,259.16,261.52,237.73,239.49,60547198,27.36
2022-02-14,239.34,248.75,237.55,242.67,44042443,28.33
2022-02-15,249.49,265.45,247.84,264.95,70175280,25.7
2022-02-16,262.59,265.82,255.52,265.11,73267633,24.29
2022-02-17,256.3,257.85,241.65,245.07,81059508,28.11
2022-02-18,246.675,249.86,231,236.42,76125491,27.75
2022-02-22,230.35,240.6399,230,233.9,62919566,28.81
2022-02-23,238.02,241.5499,223.01,223.87,56651077,31.02
2022-02-24,210.15,238,208.9,237.48,73580063,30.32
2022-02-25,237.21,242.17,233.81,241.57,52886551,27.59
2022-02-28,239.92,246.65,237.0701,243.85,47731861,30.15
2022-03-01,242.91,243.77,231.32,234.77,41205598,33.32
2022-03-02,237.56,244.09,234.15,242.2,38964185,30.74
2022-03-03,242.615,243.2599,234.69,237.14,36509504,30.48
2022-03-04,233.84,236.8,224.82,229.36,43201070,31.98
2022-03-07,228.17,230.33,213.3,213.52,45082089,36.45
2022-03-08,213.09,223.7299,206.5,215.14,55746719,35.13
2022-03-09,223.87,232.2,222.47,230.14,49274195,32.45
2022-03-10,225.31,227.88,218.82,226.58,42806565,30.23
2022-03-11,230.22,231.45,220.46,221,36720857,30.75
2022-03-14,218.69,222.62,211.5901,213.3,38535424,31.77
2022-03-15,215.18,230.38,213.2201,229.73,49199569,29.83
2022-03-16,235,245.97,231.72,244.96,67142174,26.67
2022-03-17,241.2,248.42,239.06,247.66,47194119,25.67
2022-03-18,247.99,265.6899,246.24,264.53,72788748,23.87
2022-03-21,265.07,271.5199,259.67,267.34,58807971,23.53
2022-03-22,267.27,272.38,260.72,265.24,54265223,22.94
2022-03-23,261.26,266.115,255.7501,256.34,50211986,23.57
2022-03-24,261.66,283.1999,259.07,281.5,87737914,21.67
2022-03-25,278.86,283.58,272.71,276.92,57776944,20.81
2022-03-28,277.555,282.5,272.06,282.19,42549392,19.63
2022-03-29,286.945,289.46,279.8,286.56,48898440,18.9
2022-03-30,283.04,284.955,275.03,276.9,46348713,19.33
2022-03-31,277.82,282.48,272.7,272.86,52344022,20.56
2022-04-01,273.75,274.96,262.67,267.12,51723511,19.63
2022-04-04,267.28,275.58,266.13,273.6,39770782,18.57
2022-04-05,272.54,273.19,258.2,259.31,43093087,21.03
2022-04-06,249.34,253,240.03,244.07,70383256,22.1
2022-04-07,244.41,247.22,234.78,242.08,55799236,21.55
2022-04-08,239.17,239.23,230.6201,231.19,52478064,21.16
2022-04-11,222.14,223.1994,216.6,219.17,57520684,24.37
2022-04-12,225.37,227.25,212.8204,215.04,66225807,24.26
2022-04-13,217.28,225,214.55,222.03,51694344,21.82
2022-04-14,225.05,227.77,211.63,212.58,56909685,22.7
2022-04-18,212,220.88,210.79,217.83,52570061,22.17
2022-04-19,217.2,223.73,213.14,221.98,51278058,21.37
2022-04-20,225.171,226.7037,212,214.82,46697126,20.32
2022-04-21,217.0915,223.92,200,201.83,65620944,22.68
2022-04-22,203.03,204.86,195,195.15,62471343,28.21
2022-04-25,192.02,199.45,190.96,199.02,64156561,27.02
2022-04-26,197.18,197.88,186.7,187.88,64496017,33.52
2022-04-27,185.98,191.67,182.9,184.15,49946017,31.6
2022-04-28,189.67,200.37,184.8957,197.82,57032671,29.99
2022-04-29,194.02,201.2848,185.17,185.47,50043491,33.4
2022-05-02,185.405,195.74,183.91,195.33,57204868,32.34
2022-05-03,194,198.25,191.33,196.02,47575084,29.25
2022-05-04,199.23,204,187.51,203.34,64630503,25.42
2022-05-05,198.67,199.25,185,188.44,62633141,31.2
2022-05-06,187.36,195.12,179.9,186.75,63329672,30.19
2022-05-09,180.34,182.55,168.27,169.5,64445451,34.75
2022-05-10,176.89,181.98,170.25,175.95,76147429,32.99
2022-05-11,173.47,177.53,165.68,166.3,67016703,32.56
2022-05-12,162.191,167.88,155.67,161.75,70872837,31.77
2022-05-13,167.88,179.2843,165.925,177.06,67043651,28.87
2022-05-16,175.09,177.88,171.06,172.64,52144598,27.47
2022-05-17,180.74,183.71,176.34,181.77,58582971,26.1
2022-05-18,177.05,181.18,168.64,169.38,54516106,30.96
2022-05-19,169.37,176.87,167.3405,171.24,62130959,29.35
2022-05-20,173.32,174.1,157.55,166.94,73910526,29.43
2022-05-23,162.74,169.15,161.7901,168.98,63988869,28.48
2022-05-24,165.1,165.97,157.8,161.54,58855002,29.45
2022-05-25,160.2,171.1099,160,169.75,78113190,28.37
2022-05-26,160.36,180.92,160.22,178.51,99657452,27.5
2022-05-27,181.86,188.81,181,188.11,73837935,25.72
2022-05-31,189.8,192,183.5,186.72,66409951,26.19
2022-06-01,187.24,190.5318,181.22,183.2,54451390,25.69
2022-06-02,182.92,196.19,181.98,195.92,64865580,24.72
2022-06-03,190.815,193.323,185.2156,187.2,59877870,24.79
2022-06-06,191.39,193.37,185.642,187.86,42240615,25.07
2022-06-07,184.72,190,181.88,189.26,38891411,24.02
2022-06-08,187.99,191.8,185.35,186.48,36325246,23.96
2022-06-09,184.81,189.33,180.41,180.48,39557379,26.09
2022-06-10,176,176.97,168.69,169.74,46564966,27.75
2022-06-13,160,163.12,156.06,156.47,60415338,34.02
2022-06-14,157.31,160.66,154.12,158.36,46967952,32.69
2022-06-15,160.95,168.68,159.26,165.27,56393565,29.62
2022-06-16,158.6,159.4232,154.01,156.01,54574867,32.95
2022-06-17,156.48,159.95,153.28,158.8,63033397,31.13
2022-06-21,164.745,170.08,164.07,165.66,48308888,30.19
2022-06-22,162.26,166.62,161.8,163.6,43799744,28.95
2022-06-23,165.185,165.85,158.53,162.25,46367959,29.05
2022-06-24,165,171.4,163.1,171.26,47215283,27.23
2022-06-27,173.12,173.3,166.255,168.69,42796788,26.95
2022-06-28,169,172.0199,159.45,159.82,46185936,28.36
2022-06-29,158.14,158.2,151.7,155.42,48235228,28.16
2022-06-30,153.61,155.67,148.62,151.59,68607003,28.71
2022-07-01,148.99,150.6291,143.92,145.23,57761008,26.7
2022-07-05,141.75,149.71,140.55,149.64,65220761,27.54
2022-07-06,150.1,153.1899,147.89,151.3,52906586,26.73
2022-07-07,154.555,159.45,153.89,158.58,49290276,26.08
2022-07-08,154.3,160.3699,153.89,158.38,46797176,24.64
2022-07-11,155.26,155.2699,150.3801,151.52,43838873,26.17
2022-07-12,152.68,154.31,148.77,150.82,45848310,27.29
2022-07-13,145.9,153.75,144.65,151.64,52191834,26.82
2022-07-14,151.08,154.7299,147.28,153.72,45623484,26.4
2022-07-15,156.59,157.82,154.45,157.62,38593547,24.23
2022-07-18,163.02,168.97,160.02,161.01,67051745,25.3
2022-07-19,164.86,171.1,161.7201,169.92,70236608,24.5
2022-07-20,169.47,179.325,168.01,178.07,76053779,23.88
2022-07-21,178.85,181.44,175.4456,180.5,55704928,23.11
2022-07-22,178.93,179.67,171.365,173.19,53667088,23.03
2022-07-25,170.19,171.24,166.49,170.24,48074751,23.36
2022-07-26,168.89,169.19,164.78,165.33,39786491,24.69
2022-07-27,170.32,179.36,169.1301,177.9,56977623,23.24
2022-07-28,179.75,181.4,174.4,179.84,47464628,22.33
2022-07-29,178.13,182.44,176.92,181.63,43546042,21.33
2022-08-01,181.82,188.46,179.9,184.41,47646904,22.84
2022-08-02,181.22,189.3753,180.92,185.26,48952692,23.93
2022-08-03,181.84,189.68,181.37,188.93,41814557,21.95
2022-08-04,188.49,192.74,187.6,192.15,40965227,21.44
2022-08-05,188.1,192.2892,186.66,189.89,38606829,21.15
2022-08-08,175.02,182.39,172.42,177.93,98378318,21.29
2022-08-09,172.52,174.4719,167.24,170.86,66826265,21.77
2022-08-10,176.98,181.18,173.1701,180.97,59742246,19.74
2022-08-11,181.31,187.07,178.76,179.42,50932655,20.2
2022-08-12,181.6,187.18,179.53,187.09,47809415,19.53
2022-08-15,187.01,191.64,186.13,190.32,45766556,19.95
2022-08-16,189.195,191.42,185.01,188.79,45123964,19.69
2022-08-17,185.23,186.88,181.45,183.35,44679911,19.9
2022-08-18,183.01,188.6499,181.83,187.73,41544656,19.56
2022-08-19,184.06,185.2,177.7,178.49,44158833,20.6
2022-08-22,174.9,175.58,169.66,170.34,40959271,23.8
2022-08-23,169.885,174.65,169.7,171.81,36998577,24.11
2022-08-24,170.12,174.06,168.95,172.22,52266071,22.82
2022-08-25,168.44,179.47,168.33,179.13,77069133,21.78
2022-08-26,178.57,179.24,162.37,162.6,76912743,25.56
2022-08-29,160.2,163.38,157.67,158.01,49371295,26.21
2022-08-30,159.6,160.39,151.82,154.68,53018069,26.21
2022-08-31,153.84,155.4,149.5851,150.94,57370986,25.87
2022-09-01,142.09,143.8,132.7021,139.37,117886514,25.56
2022-09-02,141,141.71,135.91,136.47,74315746,25.47
2022-09-06,137.31,137.79,133.51,134.65,53326958,26.91
2022-09-07,135.63,138.38,133.46,137.14,51265746,24.64
2022-09-08,134.59,140.08,133.69,139.9,62487312,23.61
2022-09-09,141.57,144.74,141.26,143.87,48712842,22.79
2022-09-12,143.69,145.47,141.98,145.05,48415924,23.87
2022-09-13,138.02,139.22,130.99,131.31,71495563,27.27
2022-09-14,132.54,132.8999,129.13,131.28,58850654,26.16
2022-09-15,130.152,132.3299,127.9,129.29,52362516,26.27
2022-09-16,127.415,132.12,126.17,131.98,67075140,26.3
2022-09-19,130.12,134.63,130.1,133.82,56968528,25.76
2022-09-20,132.145,134.8276,130.57,131.76,52481775,27.16
2022-09-21,132.13,140.31,131.1,132.61,80767940,27.99
2022-09-22,130.7,131.4897,124.28,125.61,75671089,27.35
2022-09-23,124.2,126.11,122.57,125.16,66330931,29.92
2022-09-26,124.91,126.59,122.14,122.28,54734269,32.26
2022-09-27,125.07,127.36,122.58,124.13,55385406,32.6
2022-09-28,124.1,128.23,123.5386,127.36,54241388,30.18
2022-09-29,124.48,125,119.4601,122.2,53276312,31.84
2022-09-30,120.87,126.33,120.75,121.39,56563842,31.62
2022-10-03,123.47,126.78,121.05,125.12,54747847,30.1
2022-10-04,128.79,132.2,128.79,131.67,58418167,29.07
2022-10-05,129.107,133.21,126.21,132.09,50713073,28.55
2022-10-06,132.2,136.56,131.03,131.3,64415689,30.52
2022-10-07,125.05,126.7,120.22,120.76,67247816,31.36
2022-10-10,120.37,121.2432,114.0812,116.7,69869925,32.45
2022-10-11,115.61,118.46,112.83,115.86,66748163,33.63
2022-10-12,115.79,117.35,113.45,115,49259019,33.57
2022-10-13,109.71,120.7799,108.13,119.6,85010301,31.94
2022-10-14,120.57,121.11,112.04,112.27,71343199,32.02
2022-10-17,115.18,119.48,115.17,118.88,58077417,31.37
2022-10-18,123.44,124.92,116.18,119.67,65936206,30.5
2022-10-19,118.79,123.5,118.34,120.51,52313061,30.76
2022-10-20,121.13,127.69,121.05,121.94,65239761,29.98
2022-10-21,120.982,124.98,118.87,124.66,60949441,29.69
2022-10-24,125.08,127.1,120.64,125.99,51745740,29.85
2022-10-25,126.935,133,126.64,132.61,50548233,28.46
2022-10-26,128.69,133.88,127.08,128.96,53553329,27.28
2022-10-27,136.3,138.38,131.22,131.76,58311308,27.39
2022-10-28,131.04,138.5,130.61,138.34,52103993,25.75
2022-10-31,137.78,138.38,132.97,134.97,48634099,25.88
2022-11-01,138.11,139.25,135.19,135.43,43281690,25.81
2022-11-02,138.5,142.1,132.1124,132.19,67262784,25.86
2022-11-03,130.43,137.81,129.56,134.21,50006486,25.3
2022-11-04,139.86,142.29,136.97,141.56,61257591,24.55
2022-11-07,142.28,144.12,139.54,143.01,41006095,24.35
2022-11-08,148.01,148.9101,142.16,146.02,59529199,25.54
2022-11-09,141.615,142.11,137.5901,137.76,45441366,26.09
2022-11-10,148,157.73,145.47,157.5,70081925,23.53
2022-11-11,158.075,163.89,154.82,163.27,65548747,22.52
2022-11-14,162.18,165.4,159.22,162.95,52785245,23.73
2022-11-15,167.215,169.98,163.82,166.66,54587550,24.54
2022-11-16,161.615,163.62,158.73,159.1,64954684,24.11
2022-11-17,157.15,162.66,155.35,156.77,71089356,23.93
2022-11-18,159.66,160.02,151.2001,154.09,49207165,23.12
2022-11-21,151.47,154.77,150.8,153.17,40473931,22.36
2022-11-22,153.28,160.5757,151.216,160.38,47286607,21.29
2022-11-23,160.98,165.27,160.4801,165.19,42724093,20.35
2022-11-25,163.18,164.87,161.72,162.7,16793430,20.5
2022-11-28,160.26,163.57,157.25,158.27,30415201,22.21
2022-11-29,158.27,159.32,155.2,156.39,29838449,21.89
2022-11-30,156.97,169.3,155.97,169.23,56529822,20.58
2022-12-01,169.99,172.65,166.35,171.35,47097657,19.84
2022-12-02,166.59,169.3257,164.45,168.76,37138858,19.06
2022-12-05,166.79,169.95,164.7201,166.1,35225517,20.75
2022-12-06,165.3,165.73,158.19,159.87,35269427,22.17
2022-12-07,157.72,161.86,156.67,161.2,37238758,22.68
2022-12-08,162.73,171.79,159.59,171.69,51545554,22.29
2022-12-09,171.6,175.83,169.75,170.01,46533819,22.83
2022-12-12,170.37,175.38,167.97,175.35,45732780,25
2022-12-13,185.31,187.9,177.11,180.72,65658876,22.55
2022-12-14,179.87,182.52,174.2,176.74,49688810,21.14
2022-12-15,171.46,173.2,167,169.52,47854210,22.83
2022-12-16,168.642,170.41,164.1,165.71,47823193,22.62
2022-12-19,165.72,166.09,161.45,162.54,35403877,22.42
2022-12-20,160.64,163.1,158.52,160.85,40325979,21.48
2022-12-21,161.14,166.27,161.02,165.01,32502538,20.07
2022-12-22,160.935,161.38,148.82,153.39,56504527,21.97
2022-12-23,151.96,153.39,148.83,152.06,34932563,20.87
2022-12-27,150.74,151,140.56,141.21,46490226,21.65
2022-12-28,139.27,142.62,138.84,140.36,35106645,22.14
2022-12-29,144.02,146.83,142.27,146.03,35492324,21.44
2022-12-30,143.34,146.2899,142.33,146.14,31048983,21.67
2023-01-03,148.51,149.96,140.96,143.15,40127658,22.9
2023-01-04,145.67,148.53,142.41,147.49,43132360,22.01
2023-01-05,144.91,145.64,141.4795,142.65,38916811,22.46
2023-01-06,144.74,150.1,140.34,148.59,40504362,21.13
2023-01-09,152.84,160.56,151.41,156.28,50423056,21.97
2023-01-10,155.07,159.6199,154.72,159.09,38410126,20.58
2023-01-11,158.3951,160.28,155.63,160.01,35328493,21.09
2023-01-12,161,166.37,154.92,165.11,55140906,18.83
2023-01-13,162.78,169.22,161.65,168.99,44728706,18.35
2023-01-17,168.99,177.28,168.99,177.02,51110216,19.36
2023-01-18,176.67,178.73,172.82,173.77,43962355,20.34
2023-01-19,170.36,171.97,167.31,167.65,45293160,20.52
2023-01-20,170.11,178.56,168.25,178.39,56496712,19.85
2023-01-23,180.64,192.45,178.175,191.93,65516259,19.81
2023-01-24,188.27,194.95,188.2,192.65,49620410,19.2
2023-01-25,189.125,193.7,185.8,193.23,44953711,19.08
2023-01-26,197.01,201.66,192.78,198.02,48953542,18.73
2023-01-27,194.62,206.28,194.05,203.65,54214198,18.51
2023-01-30,199.5,201.4,191.5,191.62,48861115,19.94
2023-01-31,191.695,196.87,189.5,195.37,49801658,19.4
2023-02-01,196.91,211.92,196.11,209.43,66047704,17.87
2023-02-02,210,219.49,207,217.09,56427580,18.73
2023-02-03,210,217.4499,207.89,211,42936595,18.33
2023-02-06,208.06,215.7,207.86,210.89,45219709,19.43
2023-02-07,213.82,222.59,211.5,221.73,66414961,18.66
2023-02-08,223.87,228.78,220.0801,222.05,55965122,19.63
2023-02-09,226.06,230.2,221.2,223.37,52387578,20.71
2023-02-10,216.9,220.7764,208.11,212.65,55073675,20.53
2023-02-13,215.38,220.48,209.62,217.88,47491862,20.34
2023-02-14,215.78,230.488,213.66,229.71,67547350,18.91
2023-02-15,225.49,228.55,221.06,227.64,42118826,18.23
2023-02-16,221.33,225.5,219.268,220.02,41202628,20.17
2023-02-17,216.31,217.4,209.75,213.88,46588764,20.02
2023-02-21,210,214.938,206.18,206.55,41001455,22.87
2023-02-22,207.07,211.04,204.21,207.54,51318432,22.29
2023-02-23,234.4,238.88,230.25,236.64,111799541,21.14
2023-02-24,232.25,234.74,229.47,232.86,58971591,21.67
2023-02-27,236.7,238.7994,234.54,235.01,45299367,20.95
2023-02-28,233.72,238.25,232.06,232.16,45596280,20.7
2023-03-01,231.92,232.5557,225.08,226.98,46002562,20.58
2023-03-02,224.88,233.804,224.32,233.14,39007465,19.59
2023-03-03,233.2,239,231.3,238.9,41239330,18.49
2023-03-06,238.91,242.48,234.87,235.54,43742923,18.61
2023-03-07,236,241.25,232.41,232.88,51515388,19.59
2023-03-08,234.87,242,234.235,241.81,51357339,19.11
2023-03-09,241.75,244.54,233.8284,234.36,50125699,22.61
2023-03-10,234.09,236.27,227.26,229.65,47486565,24.8
2023-03-13,227.52,232.98,222.97,229.66,42189032,26.52
2023-03-14,234.96,242.19,234.6,240.63,47491013,23.73
2023-03-15,237.61,242.86,233.6,242.28,52448574,26.14
2023-03-16,240.27,255.88,238.94,255.41,58494626,22.99
2023-03-17,259.82,263.99,256.68,257.25,84854656,25.51
2023-03-20,256.15,260.24,251.2983,259,43274719,24.15
2023-03-21,261.8,263.92,253.81,261.99,54740776,21.38
2023-03-22,264.25,275.89,262.37,264.68,79729511,22.26
2023-03-23,271.155,274.99,266.9,271.91,56488876,22.61
2023-03-24,270.31,271.67,263.55,267.79,45541407,21.74
2023-03-27,268.37,270,263.65,265.31,36102574,20.6
2023-03-28,264.47,265.13,258.5,264.1,35610378,19.97
2023-03-29,268.25,270.78,265.97,269.84,39369387,19.12
2023-03-30,272.29,274.99,271.02,273.83,36451574,19.02
2023-03-31,271.4,278.3431,271.05,277.77,43393277,18.7
2023-04-03,275.09,280,273.36,279.65,39871560,18.55
2023-04-04,279.66,280,273.07,274.53,36859153,19
2023-04-05,268.29,269.98,263.95,268.81,51501474,19.08
2023-04-06,265.84,270.8,264.27,270.37,39765434,18.4
2023-04-10,268.23,276.2099,266.69,275.79,39527855,18.97
2023-04-11,277.235,277.9,271.26,271.69,31437817,19.1
2023-04-12,273.7,274.6799,264.475,264.95,44625895,19.09
2023-04-13,267.34,268.869,263.29,264.63,35361528,17.8
2023-04-14,265.04,268.83,262.2,267.58,39566013,17.07
2023-04-17,265.655,270.06,264.3318,270.02,31348982,16.95
2023-04-18,275.335,281.1,273.57,276.67,60481154,16.83
2023-04-19,273.61,280,272.32,279.31,35866041,16.46
2023-04-20,276.71,280.3,270,271.04,42771326,17.17
2023-04-21,269.52,271.83,267.22,271.19,34510277,16.77
2023-04-24,270.13,273.6599,266.7101,270.42,33928186,16.89
2023-04-25,270.78,272.47,262.25,262.41,37852716,18.76
2023-04-26,270.02,273.3,267.051,269.56,40449391,18.84
2023-04-27,273.63,274.95,266.2501,272.26,37716119,17.03
2023-04-28,272.25,277.58,270.7148,277.49,29221614,15.78
2023-05-01,278.4,290.5844,277.8,289.1,57032853,16.08
2023-05-02,286.8,288.3599,280.83,282.1,40272957,17.78
2023-05-03,278.4,283.67,274.72,278.02,38338740,18.34
2023-05-04,276.51,278.59,272.4,275.62,32185041,20.09
2023-05-05,278.255,287.55,277.31,286.8,36149408,17.19
2023-05-08,285.22,292.2,283.5,291.51,34497890,16.98
2023-05-09,288.99,289.73,284.5,285.71,31486946,17.71
2023-05-10,290.05,291.13,284.6128,288.85,36934998,16.94
2023-05-11,288.96,289.5,282.46,285.78,32214903,16.93
2023-05-12,285.29,287.8,280.46,283.4,27422225,17.03
2023-05-15,285.085,289.69,281.52,289.53,29392587,17.12
2023-05-16,288.41,298.7,288.32,292.13,44940494,17.99
2023-05-17,295.84,301.99,294.3001,301.78,43253541,16.87
2023-05-18,304.1,318.28,303.2,316.78,74872501,16.05
2023-05-19,315.36,315.8,309.16,312.64,47390765,16.81
2023-05-22,309.01,315.2,306.8,311.76,37199967,17.21
2023-05-23,310,312.88,306.31,306.88,35625326,18.53
2023-05-24,302.1,306.07,298.06,305.38,72141851,20.03
2023-05-25,385.23,394.8,366.35,379.8,154391067,19.14
2023-05-26,378.9,391.7,375.5,389.46,71439676,17.95
2023-05-30,405.95,419.38,399.49,401.11,92340110,17.46
2023-05-31,394.88,402.95,378.22,378.34,99882681,17.94
2023-06-01,384.89,400.5,383.4,397.7,63587295,15.65
2023-06-02,400.97,405,390.5801,393.27,48273121,14.6
2023-06-05,389.09,395.6503,387.07,391.71,39609381,14.73
2023-06-06,388.3,391.6,381.48,386.54,38872914,13.96
2023-06-07,389.15,394.99,373.56,374.75,51199789,13.94
2023-06-08,377.24,388.64,375.05,385.1,41777240,13.65
2023-06-09,390.37,397.11,385.67,387.7,42771747,13.83
2023-06-12,392,395.2999,386.18,394.82,38967335,15.01
2023-06-13,401.86,411.01,397.4,410.22,61320816,14.61
2023-06-14,408.24,430,405.52,429.97,74046502,13.88
2023-06-15,426.02,432.89,421.47,426.53,56862204,14.5
2023-06-16,434.5,437.21,426.605,426.92,65570941,13.54
2023-06-20,429.98,439.9,426.74,438.08,45115311,13.88
2023-06-21,435.01,436.15,420.8,430.45,55160291,13.2
2023-06-22,422.53,434.255,422.34,430.25,41773743,12.91
2023-06-23,424.64,428.09,420.15,422.09,35813984,13.44
2023-06-26,424.61,427.64,401,406.32,59432192,14.25
2023-06-27,407.99,419.4,404.48,418.76,46217470,13.74
2023-06-28,406.6,418.45,405.18,411.17,58263927,13.43
2023-06-29,415.58,416,406,408.22,38051430,13.54
2023-06-30,416.8,425.5,415.01,423.02,50114775,13.59
2023-07-03,425.17,428.98,422.02,424.13,19820919,13.57
2023-07-05,421.35,431.77,420.85,423.17,32361756,14.18
2023-07-06,418.44,421.79,413.46,421.03,30413879,15.44
2023-07-07,423.22,432.14,421.8,425.03,35588147,14.83
2023-07-10,426.57,428.11,416.49,421.8,35390811,15.07
2023-07-11,424.81,427.58,420.67,424.05,29824406,14.84
2023-07-12,430.33,439.35,427.7728,439.02,48127702,13.54
2023-07-13,445.18,461.55,444.92,459.77,47820369,13.61
2023-07-14,465.8281,480.88,450.6,454.69,77207533,13.34
2023-07-17,462.89,464.96,452.6241,464.61,51048822,13.48
2023-07-18,467.01,478.9599,457.34,474.94,57019042,13.3
2023-07-19,474.64,478.18,467.42,470.77,42750179,13.76
2023-07-20,465.07,470.87,450.62,455.2,53786451,13.99
2023-07-21,457.88,458.66,441,443.09,96376863,13.6
2023-07-24,447.31,451.09,440.4,446.12,38309974,13.91
2023-07-25,449.41,461.825,449.23,456.79,34808091,13.86
2023-07-26,460.21,460.53,446.3,454.52,36423726,13.19
2023-07-27,465.19,473.95,457.5,459,45597552,14.41
2023-07-28,466.68,470.27,463.81,467.5,33119424,13.33
2023-07-31,467.54,471.3,465.0601,467.29,25105528,13.63
2023-08-01,464.595,469,460.27,465.07,23927597,13.93
2023-08-02,458.31,458.4,433.87,442.69,53014157,16.09
2023-08-03,438,451.18,438,445.15,32507660,15.92
2023-08-04,449.85,456.42,443.93,446.8,36266618,17.1
2023-08-07,451.11,455.4,445.6345,454.165,32215354,15.77
2023-08-08,448.53,452.42,440.5601,446.64,35384343,15.99
